[INFO] Error stacktraces are turned on.
[INFO] Scanning for projects...
[INFO]                                                                         
[INFO] ------------------------------------------------------------------------
[INFO] Building sparklogprocessor 1.0-SNAPSHOT
[INFO] ------------------------------------------------------------------------
[INFO] 
[INFO] --- exec-maven-plugin:1.4.0:java (default-cli) @ sparklogprocessor ---
Running for cluster: 26
Adding: application_1508545462036_0213, 7, 1
Adding: application_1508545462036_0213, 7, 10
Adding: application_1508545462036_0213, 7, 2
Adding: application_1508545462036_0213, 7, 3
Adding: application_1508545462036_0213, 7, 4
Adding: application_1508545462036_0213, 7, 5
Adding: application_1508545462036_0213, 7, 6
Adding: application_1508545462036_0213, 7, 7
Adding: application_1508545462036_0213, 7, 8
Adding: application_1508545462036_0213, 7, 9
Adding: application_1508545462036_0213, 8, 1
Adding: application_1508545462036_0213, 8, 10
Adding: application_1508545462036_0213, 8, 2
Adding: application_1508545462036_0213, 8, 3
Adding: application_1508545462036_0213, 8, 4
Adding: application_1508545462036_0213, 8, 5
Adding: application_1508545462036_0213, 8, 6
Adding: application_1508545462036_0213, 8, 7
Adding: application_1508545462036_0213, 8, 8
Adding: application_1508545462036_0213, 8, 9
Adding: application_1508545462036_0213, 9, 1
Adding: application_1508545462036_0213, 9, 10
Adding: application_1508545462036_0213, 9, 2
Adding: application_1508545462036_0213, 9, 3
Adding: application_1508545462036_0213, 9, 4
Adding: application_1508545462036_0213, 9, 5
Adding: application_1508545462036_0213, 9, 6
Adding: application_1508545462036_0213, 9, 7
Adding: application_1508545462036_0213, 9, 8
Adding: application_1508545462036_0213, 9, 9
Adding: application_1508545462036_0218, 5, 1
Adding: application_1508545462036_0218, 5, 10
Adding: application_1508545462036_0218, 5, 2
Adding: application_1508545462036_0218, 5, 3
Adding: application_1508545462036_0218, 5, 4
Adding: application_1508545462036_0218, 5, 5
Adding: application_1508545462036_0218, 5, 6
Adding: application_1508545462036_0218, 5, 7
Adding: application_1508545462036_0218, 5, 8
Adding: application_1508545462036_0218, 5, 9
Adding: application_1508545462036_0218, 6, 1
Adding: application_1508545462036_0218, 6, 10
Adding: application_1508545462036_0218, 6, 2
Adding: application_1508545462036_0218, 6, 3
Adding: application_1508545462036_0218, 6, 4
Adding: application_1508545462036_0218, 6, 5
Adding: application_1508545462036_0218, 6, 6
Adding: application_1508545462036_0218, 6, 7
Adding: application_1508545462036_0218, 6, 8
Adding: application_1508545462036_0218, 6, 9
Adding: application_1508545462036_0218, 7, 1
Adding: application_1508545462036_0218, 7, 10
Adding: application_1508545462036_0218, 7, 2
Adding: application_1508545462036_0218, 7, 3
Adding: application_1508545462036_0218, 7, 4
Adding: application_1508545462036_0218, 7, 5
Adding: application_1508545462036_0218, 7, 6
Adding: application_1508545462036_0218, 7, 7
Adding: application_1508545462036_0218, 7, 8
Adding: application_1508545462036_0218, 7, 9
Adding: application_1508545462036_0219, 11, 1
Adding: application_1508545462036_0219, 11, 10
Adding: application_1508545462036_0219, 11, 2
Adding: application_1508545462036_0219, 11, 3
Adding: application_1508545462036_0219, 11, 4
Adding: application_1508545462036_0219, 11, 5
Adding: application_1508545462036_0219, 11, 6
Adding: application_1508545462036_0219, 11, 7
Adding: application_1508545462036_0219, 11, 8
Adding: application_1508545462036_0219, 11, 9
Adding: application_1508545462036_0222, 7, 1
Adding: application_1508545462036_0222, 7, 10
Adding: application_1508545462036_0222, 7, 2
Adding: application_1508545462036_0222, 7, 3
Adding: application_1508545462036_0222, 7, 4
Adding: application_1508545462036_0222, 7, 5
Adding: application_1508545462036_0222, 7, 6
Adding: application_1508545462036_0222, 7, 7
Adding: application_1508545462036_0222, 7, 8
Adding: application_1508545462036_0222, 7, 9
Adding: application_1508545462036_0222, 9, 1
Adding: application_1508545462036_0222, 9, 10
Adding: application_1508545462036_0222, 9, 2
Adding: application_1508545462036_0222, 9, 3
Adding: application_1508545462036_0222, 9, 4
Adding: application_1508545462036_0222, 9, 5
Adding: application_1508545462036_0222, 9, 6
Adding: application_1508545462036_0222, 9, 7
Adding: application_1508545462036_0222, 9, 8
Adding: application_1508545462036_0222, 9, 9
Adding: application_1508545462036_0222, 11, 1
Adding: application_1508545462036_0222, 11, 10
Adding: application_1508545462036_0222, 11, 2
Adding: application_1508545462036_0222, 11, 3
Adding: application_1508545462036_0222, 11, 4
Adding: application_1508545462036_0222, 11, 5
Adding: application_1508545462036_0222, 11, 6
Adding: application_1508545462036_0222, 11, 7
Adding: application_1508545462036_0222, 11, 8
Adding: application_1508545462036_0222, 11, 9
Adding: application_1508545462036_0224, 11, 1
Adding: application_1508545462036_0224, 11, 10
Adding: application_1508545462036_0224, 11, 2
Adding: application_1508545462036_0224, 11, 3
Adding: application_1508545462036_0224, 11, 4
Adding: application_1508545462036_0224, 11, 5
Adding: application_1508545462036_0224, 11, 6
Adding: application_1508545462036_0224, 11, 7
Adding: application_1508545462036_0224, 11, 8
Adding: application_1508545462036_0224, 11, 9
Adding: application_1508545462036_0226, 5, 1
Adding: application_1508545462036_0226, 5, 10
Adding: application_1508545462036_0226, 5, 2
Adding: application_1508545462036_0226, 5, 3
Adding: application_1508545462036_0226, 5, 4
Adding: application_1508545462036_0226, 5, 5
Adding: application_1508545462036_0226, 5, 6
Adding: application_1508545462036_0226, 5, 7
Adding: application_1508545462036_0226, 5, 8
Adding: application_1508545462036_0226, 5, 9
Adding: application_1508545462036_0226, 7, 1
Adding: application_1508545462036_0226, 7, 10
Adding: application_1508545462036_0226, 7, 2
Adding: application_1508545462036_0226, 7, 3
Adding: application_1508545462036_0226, 7, 4
Adding: application_1508545462036_0226, 7, 5
Adding: application_1508545462036_0226, 7, 6
Adding: application_1508545462036_0226, 7, 7
Adding: application_1508545462036_0226, 7, 8
Adding: application_1508545462036_0226, 7, 9
Adding: application_1508545462036_0227, 5, 1
Adding: application_1508545462036_0227, 5, 10
Adding: application_1508545462036_0227, 5, 2
Adding: application_1508545462036_0227, 5, 3
Adding: application_1508545462036_0227, 5, 4
Adding: application_1508545462036_0227, 5, 5
Adding: application_1508545462036_0227, 5, 6
Adding: application_1508545462036_0227, 5, 7
Adding: application_1508545462036_0227, 5, 8
Adding: application_1508545462036_0227, 5, 9
Adding: application_1508545462036_0227, 7, 1
Adding: application_1508545462036_0227, 7, 10
Adding: application_1508545462036_0227, 7, 2
Adding: application_1508545462036_0227, 7, 3
Adding: application_1508545462036_0227, 7, 4
Adding: application_1508545462036_0227, 7, 5
Adding: application_1508545462036_0227, 7, 6
Adding: application_1508545462036_0227, 7, 7
Adding: application_1508545462036_0227, 7, 8
Adding: application_1508545462036_0227, 7, 9
Adding: application_1508545462036_0228, 7, 1
Adding: application_1508545462036_0228, 7, 10
Adding: application_1508545462036_0228, 7, 2
Adding: application_1508545462036_0228, 7, 3
Adding: application_1508545462036_0228, 7, 4
